address,amenities,buildingSize,city,extraInfo,highlights,hoodMarket,listingDate,listingID,price,propOverview,propType,spaceAvailable,spaceBullets,spaceSummary,spaces,state,status,subType,transport,utilities
1592 Roseytown Rd,,"77,980 SF",Greensburg,"Rental Rate,$5.00 /SF/YR,Rentable Building Area,77,980 SF,Property Type,Industrial,Year Built/Renovated,1974/1996,Property Subtype,Warehouse",,,9/26/2019,4290499,$0.42 SF/Mo,"13,572 SF Refrigerated warehouse available
Food grade warehouse & refrigeration
Thirteen dock height doors with manual levelers and dock seals/locks
One drive-in door to refrigerated warehouse
Concrete apron for docks / trailers SMACNA standards
All public utilities to site
16' to 23' Clear ceiling height
Wet sprinkler system with dry delay
Zoned light industrial
5 Acre lot
Near Route 30",Industrial,"13,572 - 77,980 SF","Lease rate does not include utilities, property expenses or building services,Can be combined with additional space(s) for up to 77,980 SF of adjacent space,Includes 3,530 SF of dedicated office space,Lease rate does not include utilities, property expenses or building services,3 Loading Docks,Can be combined with additional space(s) for up to 77,980 SF of adjacent space","13,572 SF - Refrigerated warehouse available
Shipping office and restrooms 
Other Details:
Three dock height doors with manual levelers 
and dock seals / locks
One drive-in door to refrigerated warehouse
Concrete apron for docks / trailers SMACNA standards
All public utilities to site
16’ to 23’ Clear ceiling height
Wet sprinkler system with dry delay
Zoned light industrial",2 Spaces,PA,For Lease,"Flex, Industrial","[('Port of Baltimore', '264 min drive', '206.0 mi'), ('NS-TRAFFORD-PA-19 FORBES R', '30 min drive', '16.4 mi')]","Lighting,Gas,Water,Sewer,Heating"
2901 N 18th St,Skylights,"57,701 SF",Philadelphia,"Rental Rate,$5.00 /SF/YR,Property Subtype,Warehouse,Industrial Distribution,Industrial Manufacturing,Min. Divisible,5,000 SF,Rentable Building Area,57,701 SF,Property Type,Industrial,Year Built,1929","Opportunity to customize the industrial space to meet specific needs.,The property is located less than 2 miles from Temple Univeristy.",,7/18/2017,8238941,$0.42 SF/Mo,"25,000 square feet of space still available. The spaces can be divided down to a minimum of 5,000 SqFt and the owner will allow customizing. It is in an ideal location within an industrial park. It is located close to Temple (blocks from Broad and Lehigh).",Industrial,"5,000 - 25,300 SF","Lease rate does not include utilities, property expenses or building services,2 Loading Docks","25,000 Square Foot warehouse with double loading dock available for immediate lease. High ceilings, skylights, divisible to 5,000 sf. Build to suit. Near Temple University.",1 Space,PA,For Lease,Industrial,"[('North Philadelphia Transit Stop', '(R7, R8)', '10 min walk'), ('0.5 mi', 'North Philadelphia Transit Stop', '12 min walk'), ('0.6 mi', 'Allegheny (BSS) Transit Stop', '13 min walk'), ('0.7 mi', 'Allegheny Transit Stop', '(R6)'), ('13 min walk', '0.7 mi', 'North Broad Transit Stop'), ('(R1, R2, R3, R5, R6, R7, R8)', '15 min walk', '0.7 mi'), ('Philadelphia 30th Street Commuter Rail (Atlantic City Line)', '11 min drive', '4.6 mi'), ('Philadelphia International Airport', '27 min drive', '13.5 mi'), ('Trenton Mercer Airport', '51 min drive', '32.4 mi'), ('Port of Philadelphia', '12 min drive', '4.8 mi'), ('CONRAIL-PHILADELPHIA-PA-2001 MARKE', '10 min drive', '4.1 mi')]",
4301 N Delaware Ave,,"156,000 SF",Philadelphia,"Rental Rate,$5.00 /SF/YR,Rentable Building Area,156,000 SF,Property Type,Industrial,Year Built,2009,Property Subtype,Warehouse",,,3/11/2019,11172813,$0.42 SF/Mo,This property provides the opportunity to locate your business in a Qualified Opportunity Zone and take advantage of the QOZ tax benefits! Property includes about 250-sf office space with its own private bath.,Industrial,"12,000 SF","Lease rate does not include utilities, property expenses or building services,Can be combined with additional space(s) for up to 12,000 SF of adjacent space","12,000 sf sf  Zoned Least Restricted. Space has its own oversized drive-in door.",1 Space,PA,For Lease,Industrial,"[('Philadelphia 30th Street Commuter Rail (Atlantic City Line)', '17 min drive', '8.0 mi'), ('Cherry Hill Commuter Rail (Atlantic City Line)', '18 min drive', '9.5 mi'), ('Philadelphia International Airport', '29 min drive', '16.4 mi'), ('Trenton Mercer Airport', '45 min drive', '28.8 mi'), ('Port of Philadelphia', '5 min drive', '1.3 mi'), ('NS-PHILADELPHIA-PA-3715 E. TH', '6 min drive', '1.6 mi')]","Lighting - Sodium,Water - City Water,Sewer - City Sewer,Heating"
7956 Beth Bath Pike,,"9,917 SF",Bath,"Rental Rate,$5.09 /SF/YR,Rentable Building Area,9,917 SF,Property Type,Industrial,Year Built,1900,Property Subtype,Warehouse",,,10/5/2018,13976063,$0.42 SF/Mo,"Lease options available: 
$2,300/ month NNN for the whole barn, $999/month NNN for the lower level (3,546 sq. ft), or $1,299/month NNN for the upper level + Loft (6,371 sq. ft)",Industrial,"4,700 SF","Lease rate does not include utilities, property expenses or building services",Ideally suited for contractor,1 Space,PA,For Lease,Industrial,"[('Lehigh Valley International Airport', '13 min drive', '6.5 mi'), ('Port of Philadelphia', '93 min drive', '58.9 mi'), ('Foulk Reload', '11 min drive', '5.7 mi')]",
2525 Milford Square Pike,Air Conditioning,"125,000 SF",Quakertown,"Rental Rate,$6.95 /SF/YR,Rentable Building Area,125,000 SF,Min. Divisible,62,500 SF,Year Built,2020,Property Type,Industrial,Construction Status,Under Construction,Property Subtype,Warehouse","Minutes from Northeast Extension of PA Turnpike and 309,Diverse and ample labor pool,Convenient to hotels, shopping, and restaurants,Located near Quakertown Airport and Lehigh Valley International Airport,One hour from Philadelphia, and less than two hours from New York City,LED Lighting",,4/12/2019,15713883,$0.58 SF/Mo,Concrete Tilt-Up,Industrial,"62,500 - 125,000 SF","New space, never previously occupied,Space is in Excellent Condition,Lease rate does not include utilities, property expenses or building services","125,000 SF of built to suit warehouse space is available for lease.",1 Space,PA,For Lease,Industrial,"[('Lehigh Valley International Airport', '35 min drive', '19.3 mi'), ('Port of Philadelphia', '58 min drive', '39.5 mi'), ('NS-BETHLEHEM-PA', '27 min drive', '13.4 mi')]",
159 S McDonald St,Fenced Lot,"12,960 SF",Mc Donald,"Rental Rate,$10.00 /SF/YR,Rentable Building Area,12,960 SF,Property Type,Industrial,Year Built,2018,Property Subtype,Warehouse","8,690 SF Warehouse built in 2018,2 drive in doors,3-Phase power available at street,Updated 4,000 SF Office,Lay down yard with ample parking",,2/6/2020,16916328,$0.83 SF/Mo,"SVN Three Rivers Commercial Advisors is pleased to present for lease 159 S McDonald Street, a 12,960 sf 
warehouse / office space property. The property has a desirable ratio of 8,960 SF of Warehouse space and 4,000 SF of Office space sitting on a fenced 1.9 acre parcel. Located in a convenient location along PA-980 provides easy access to major roads.  
Clear span warehouse built in 2018 (128' x 70'), with a truck drive-thru, (2) 14' x 20' bay doors (1 at each end), 12"" concrete floors and 200-amp electric service. Property has a metal roof and 16' ceiling height. 
The office building consists of large 3,471 SF open room with hardwood floors, 31' x 9' kitchen, and bathroom. Building has been updated with a newer HVAC unit, 200-amp service, new paint, and a metal roof.
Building also available for sale.",Industrial,"12,960 SF","Lease rate does not include utilities, property expenses or building services,Space is in Excellent Condition",,1 Space,PA,For Lease,Industrial,"[('Pittsburgh International Airport', '29 min drive', '14.9 mi'), ('Port of Baltimore', '1 min drive', '207.5 mi'), ('Dillner Storage Company', '1 min drive', '8.6 mi')]","Lighting,Gas,Sewer"
54 Conchester Rd,,"42,500 SF",Glen Mills,"Rental Rate,$6.00 /SF/YR,Property Subtype,Warehouse,Min. Divisible,3,000 SF,Rentable Building Area,42,500 SF,Property Type,Industrial,Year Built,1988",,,11/18/2019,17753860,$0.50 SF/Mo,"42,500 +/- SF FLEX BUILDING SITUATED ON 3.8 +/- ACRES
23,000 +/- SQ. FT. OF WAREHOUSE SPACE AVAILABLE
25’ - 30’ CEILING HEIGHT, 2 DRIVE-IN DOORS, AND 5 LOADING DOCKS
6,000 +/- SQ. FT. OF FLEX-OFFICE AVAILABLE
3 PHASE POWER, PUBLIC GAS AND WATER, PRIVATE SEPTIC
ELEVATORED BUILDING
LOCATED DIRECTLY ON THE COSTCO LOOP ROAD IN CONCORD TWP.
SURROUNDED BY RETAIL, RESTAURANTS, BUSINESSES, MEDICAL OFFICES & HOTELS
LOCATED NEAR RT. 1, RT. 322, RT. 202, RT. 926, RT. 452, RT. 52, RT. 476 & I-95
OFFICE LEASE RATE: $11.00 PSF/YEAR
WAREHOUSE LEASE RATE: $6.00 PSF/YEAR
CAM CHARGE: $2.00 PSF/YEAR
OWNER WOULD CONSIDER SELLING EITHER SPACE AS A CONDOMINIUM",Industrial,"3,000 - 29,000 SF","Lease rate does not include utilities, property expenses or building services,480A 3 PHASE POWER,25' - 30' CEILINGS,Central Air Conditioning,Natural Light,GREAT WINDOW LINE WITH LOTS OF NATURAL LIGHT,Kitchen,ELEVATORED BUILDING","23,000 +/- SF OF FLEX/WAREHOUSE SPACE
2 DRIVE-IN DOORS AND 5 LOADING DOCKS
AMPLE OUTSIDE STORAGE,OPEN CONCEPT FLOOR PLAN
2 BATHROOMS, 1 KITCHEN, 6 PRIVATE OFFICES",2 Spaces,PA,For Lease,"Flex, Industrial","[('Philadelphia International Airport', '28 min drive', '17.1 mi'), ('New Castle County Airport', '29 min drive', '17.3 mi'), ('Port of Wilmington, RI', '27 min drive', '14.3 mi'), ('MANFREDIS COLD STORAGE AND DIST., INC.-KENNET SQUA', '17 min drive', '9.5 mi')]","Lighting - Sodium,Gas - Natural,Water - City Water,Sewer - Septic Field,Heating - Gas"
181 Possum Hollow Rd,,"15,000 SF",Limerick,"Rental Rate,$9.00 /SF/YR,Rentable Building Area,15,000 SF,Min. Divisible,1,200 SF,Year Built,2002,Property Type,Industrial,Cross Streets,Lightcap Rd,Property Subtype,Warehouse",Excellent Location 1 mile from Route 422 Expressway and minutes to Route 100,,11/20/2019,17775839,$0.75 SF/Mo,"NEWLY CONSTRUCTED BUILDING AVAILABLE 1st Quarter 2020
Split block knee wall and metal siding with 16' ceiling height and 12' x 14' drive in door
Separately metered  utilities. Lease rate does not include utilities, property expenses or building services
Contractor Shops - Storage - Warehouse - Manufacturing - 6 Units with varying sizes from 1,200 sq.ft. to 15,000 sq. ft.",Industrial,"1,200 - 15,000 SF","Lease rate does not include utilities, property expenses or building services,16' ceiling height 12' x 14' Drive In Door,Space is in Excellent Condition","Rental Rate does not include utilities, property expenses or building services",1 Space,PA,For Lease,Industrial,"[('Reading Regional-Carl A. Spaatz Field Airport', '46 min drive', '26.9 mi'), ('Lehigh Valley International Airport', '64 min drive', '41.3 mi'), ('Port of Philadelphia', '59 min drive', '35.6 mi'), ('NS INDEPENDENT BULK TRANSFER TERMINAL-FRAZER-PA', '31 min drive', '15.8 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer"
203 Hershinger Rd,,"11,440 SF",Coraopolis,"Rental Rate,$12.00 /SF/YR,Property Subtype,Warehouse,Min. Divisible,100 SF,Rentable Building Area,11,440 SF,Property Type,Industrial,Year Built,1950",,,11/26/2019,17818611,$1.00 SF/Mo,This is Indoor heated storage. Flexible space from 100 sq. feet to 7000 sq. ft.,Industrial,"100 - 7,000 SF",1 Drive In Bay,Indoor heating dry storage. Up to 7000 square feet available. 100 square feet minimum. Cars and boats welcomed at negotiated rates.,1 Space,PA,For Lease,Flex,,
1300 Adams Ave,"Fenced Lot,Security System","55,150 SF",Philadelphia,"Rental Rate,$3.39 - $4.05 /SF/YR,Property Subtype,Warehouse,Min. Divisible,4,400 SF,Rentable Building Area,55,150 SF,Property Type,Industrial,Year Built,1930",Multiple rental options with different square footages,,12/30/2019,17828456,$0.28 - $0.34 SF/Mo,"Property is between two metro stations (Church and Erie-Torresdale), and near East Hunting Park Avenue",Industrial,"4,400 - 33,990 SF","Lease rate does not include utilities, property expenses or building services,Lease rate does not include utilities, property expenses or building services,7 Loading Docks,Security System,Security system,1 Drive In Bay,Private Restrooms,New roof installed in 2003,Lease rate does not include utilities, property expenses or building services","Rent is $5,500 per month.,Rent is $2,950 per month. Building is single-story stand alone building attached to a larger building. Site enclosed by 8' concrete wall and 10' security fencing (2' in ground) and wire mesh over casement windows. 200 amp three phase electrical power. Zoning is G-2 Industrial, allowing a wide variety of light, medium and heavy industrial uses.,-Rent is $3.39/SF/Yr if you lease 8,840 SF, or $5.04/SF/Yr if you lease 4,400 SF",3 Spaces,PA,For Lease,Industrial,"[('Church Transit Stop', '8 min walk', '0.4 mi'), ('Erie-Torresdale Transit Stop', '9 min walk', '0.4 mi'), ('Margaret-Orthodox Transit Stop', '17 min walk', '0.9 mi'), ('Philadelphia 30th Street Commuter Rail (Atlantic City Line)', '16 min drive', '8.3 mi'), ('Philadelphia International Airport', '28 min drive', '16.7 mi'), ('Trenton Mercer Airport', '44 min drive', '28.8 mi'), ('Port of Philadelphia', '7 min drive', '2.8 mi'), ('Atlantic Systems', '3 min drive', '1.0 mi')]","Water - City Water,Sewer - City Sewer"
